variavel: Total;;;;;;;;;;;;
caminho: /Educação/Ensino Fundamental/Taxa de Abandono/Total;;;;;;;;;;;;
fonte: Instituto Nacional de Estudos e Pesquisas Educacionais.;;;;;;;;;;;;
agrupador: Município;;;;;;;;;;;;
descricao: ;;;;;;;;;;;;
Município;ibge;latitude;longitude;2010 (-);2011 (-);2012 (-);2013 (-);2014 (-);2015 (-);2016 (-);2017 (-);2018 (-)
Uruguaiana;4322400;-29,76139999999;-57,08529999999;0,6;0,6;0,7;0,8;1;0,8;0,6;0,7;1
Vacaria;4322509;-28,50789999999;-50,9418;1,5;1,2;1,2;1,1;1,4;1;1;0,8;1,3
Vale do Sol;4322533;-29,59669999999;-52,6839;1,3;1,7;1,1;2,1;2;2;2,4;2,4;4,4
Vale Real;4322541;-29,3919;-51,25589999999;0,2;0,1;0,9;0,2;1,3;1,4;0,9;2,5;0,9
Vale Verde;4322525;-29,7864;-52,18569999999;0,7;0,7;0,2;1,1;0,4;0,3;0;0,3;1,4
Vanini;4322558;-28,4758;-51,8447;5;5,5;0,4;0,5;0;0,5;0,5;0,9;0,5
Venâncio Aires;4322608;-29,6143;-52,19319999999;1;1,4;0,7;1;1,6;1,5;1;1,9;1,1
Vera Cruz;4322707;-29,71839999999;-52,5152;1,2;0,7;0,9;0,7;0,7;1,2;0,8;0,5;0,8
Veranópolis;4322806;-28,9312;-51,5516;0,4;0,2;0,1;0,1;0,1;0,1;0,2;0,3;0,2
Vespasiano Correa;4322855;-29,0655;-51,8625;0;0,5;-;1,1;0;0;0;0,6;0
Viadutos;4322905;-27,5716;-52,02109999999;0,2;0,2;0,4;0,2;0,5;5,9;0,3;0,8;0
Viamão;4323002;-30,0819;-51,01939999999;2,1;2,2;2,2;1,9;1,5;1,8;1,2;1,1;1,3
Vicente Dutra;4323101;-27,16079999999;-53,4022;2,8;2,1;2;0,7;1,6;0,6;0,6;1,5;0,4
Victor Graeff;4323200;-28,56319999999;-52,74949999999;0,2;-;0,3;-;0,3;0;0,2;0,8;0,7
Vila Flores;4323309;-28,8598;-51,5504;0,8;-;0,6;0,4;0;0,3;0,7;0,4;0,4
Vila Lângaro;4323358;-28,1062;-52,14379999999;0,4;-;-;-;0,6;0;0,7;0,8;5
Vila Maria;4323408;-28,5359;-52,14869999999;0;-;0,5;-;0;0;0;0;0
Vila Nova do Sul;4323457;-30,3461;-53,87599999999;1,1;0,3;0,2;1,4;1,3;1,2;0,5;0,3;0,3
Vista Alegre;4323507;-27,3686;-53,4919;1,5;0,2;0,3;1,2;0,5;0,8;0,6;0,3;0,8
Vista Alegre do Prata;4323606;-28,80519999999;-51,7946;0;1,3;-;1,3;0,6;0,6;0,6;0;0
Vista Gaúcha;4323705;-27,29019999999;-53,6974;1,3;-;-;1,4;0,3;0;0;0;0
Vitória das Missões;4323754;-28,3516;-54,50399999999;1,2;0,2;0,4;0,6;0,8;0;0,2;1,3;2,7
Westfalia;4323770;-29,3744;-51,74629999999;0,3;-;-;-;0,3;0;0;0;0
Xangri-lá;4323804;-29,8065;-50,0519;2,2;1,6;3,3;2,6;1,9;2;2,6;2,4;2,4
