variavel: Total;;;;;;;;;;;;
caminho: /Educação/Ensino Médio/Taxa de Abandono/Total;;;;;;;;;;;;
fonte: Instituto Nacional de Estudos e Pesquisas Educacionais.;;;;;;;;;;;;
agrupador: Município;;;;;;;;;;;;
descricao: ;;;;;;;;;;;;
Município;ibge;latitude;longitude;2010 (-);2011 (-);2012 (-);2013 (-);2014 (-);2015 (-);2016 (-);2017 (-);2018 (-)
Tuparendi;4322301;-27,75979999999;-54,4814;2,5;0,4;4,3;1,7;3,3;2,7;3,7;0,2;11
Turuçu;4322327;-31,4173;-52,1706;16,4;18,4;10,1;11,4;7,8;4,1;5,1;0;13,7
Ubiretama;4322343;-28,0404;-54,68589999999;4,1;2,2;-;-;4,5;3,4;6,3;0,4;6
União da Serra;4322350;-28,7833;-52,0238;4,1;2,1;-;9,1;0;0;22,9;0;0
Unistalda;4322376;-29,03999999999;-55,15169999999;4,9;1,8;5,7;8;3,4;3,4;4,2;0,8;3,2
Uruguaiana;4322400;-29,76139999999;-57,08529999999;12,9;1,3;8;10,5;8,4;7,8;6,8;0,7;9,2
Vacaria;4322509;-28,50789999999;-50,9418;14,9;5,4;13,5;9,2;5,4;6,3;6;0,8;7,5
Vale do Sol;4322533;-29,59669999999;-52,6839;8,6;1,8;5,1;4,9;6,5;8,5;4,8;2,4;8,9
Vale Real;4322541;-29,3919;-51,25589999999;5,4;12,8;10,9;5,5;9,2;5,6;5,9;2,5;10,5
Vale Verde;4322525;-29,7864;-52,18569999999;4,9;7,6;10,3;6,5;16,1;15,5;5,2;0,3;12,6
Vanini;4322558;-28,4758;-51,8447;11,4;11,8;3,8;3,9;7,3;1,4;7,3;0,9;0
Venâncio Aires;4322608;-29,6143;-52,19319999999;8,4;7,8;4,6;4,1;4,7;4,4;2,4;1,9;4,9
Vera Cruz;4322707;-29,71839999999;-52,5152;19,3;16,9;2,4;15,3;9,4;8,1;6,2;0,5;13,3
Veranópolis;4322806;-28,9312;-51,5516;6,1;7;6,5;6,5;3,3;10,3;6,9;0,3;5,4
Vespasiano Correa;4322855;-29,0655;-51,8625;0;5,5;-;2,4;4,3;2,2;2,2;0,6;0
Viadutos;4322905;-27,5716;-52,02109999999;5,4;7,1;5,4;5,4;7,9;6,4;4,4;0,8;8,2
Viamão;4323002;-30,0819;-51,01939999999;10,8;11,8;15,2;12,6;7;6,6;4,4;1,1;5,3
Vicente Dutra;4323101;-27,16079999999;-53,4022;14,8;18,5;-;5,4;12,7;0;4;1,5;6,2
Victor Graeff;4323200;-28,56319999999;-52,74949999999;5,5;4,3;1;-;5,8;5,8;1,2;0,8;4,1
Vila Flores;4323309;-28,8598;-51,5504;4,5;4,7;5,1;9,8;4;2,3;2,3;0,4;1,5
Vila Lângaro;4323358;-28,1062;-52,14379999999;4,5;3,3;3,2;3,4;5,9;3,9;0;0,8;16,5
Vila Maria;4323408;-28,5359;-52,14869999999;2,9;-;2,1;1,6;3,9;0,8;0,8;0;4,2
Vila Nova do Sul;4323457;-30,3461;-53,87599999999;9,9;6,1;4,2;5;9,3;5,9;8,3;0,3;2
Vista Alegre;4323507;-27,3686;-53,4919;0;7;6,1;9;6,3;6,1;8;0,3;14,6
Vista Alegre do Prata;4323606;-28,80519999999;-51,7946;0;4,1;5,3;-;0;0;0;0;1,8
Vista Gaúcha;4323705;-27,29019999999;-53,6974;9,3;0,8;5,8;4;0;8,9;0;0;3,8
Vitória das Missões;4323754;-28,3516;-54,50399999999;6,4;6,4;10,8;4,7;9,8;0,9;0,8;1,3;33,8
Westfalia;4323770;-29,3744;-51,74629999999;6,5;11,1;3,8;0,9;3,4;2;3,8;0;2,9
Xangri-lá;4323804;-29,8065;-50,0519;12,7;11,7;8,3;21,3;16,9;0,5;10,8;2,4;2,2
